idcliente,idLojista,IdEnderecoLoja_Retira,IdEnderecoLojaRetirada_Retira,IdSku_Retira,User_Retira,Senha_Retira,IdClienteEnderecoSelecionado_Retira
31210815,10037,1883,1883,55012561,user_automacao_cb_228ff390c9d4c6s19256@vvtest.com,123456,34613591
31210816,10037,1883,1883,55018152,user_automacao_cb_228ff390db8812s31945@vvtest.com,123456,34613592
31210817,10037,1883,1883,55005258,user_automacao_cb_228ff390ed3b3es29682@vvtest.com,123456,34613593
31210818,10037,16370,16370,55018239,user_automacao_cb_228ff39101d49as24658@vvtest.com,123456,34613594
31210819,10037,1883,1883,55011878,user_automacao_cb_228ff391142435s14614@vvtest.com,123456,34613595
31210820,10037,1883,1883,55019147,user_automacao_cb_228ff391251436s6499@vvtest.com,123456,34613596
31210821,10037,1883,1883,263756,user_automacao_cb_228ff3913b0d20s27762@vvtest.com,123456,34613597
31210822,10037,16370,16370,11439325,user_automacao_cb_228ff3914e4708s11296@vvtest.com,123456,34613598
31210823,10037,1883,1883,55019967,user_automacao_cb_228ff39160bd9as26083@vvtest.com,123456,34613599
31210825,10037,16370,16370,55020207,user_automacao_cb_228ff391752ff8s9562@vvtest.com,123456,34613600
31210826,10037,1883,1883,12370984,user_automacao_cb_228ff3918adad6s28965@vvtest.com,123456,34613601
31210827,10037,1883,1883,13329031,user_automacao_cb_228ff391a12207s4689@vvtest.com,123456,34613602
31210828,10037,1883,1883,11488720,user_automacao_cb_228ff391b28710s10163@vvtest.com,123456,34613603
31210829,10037,1883,1883,55011196,user_automacao_cb_228ff391c80ad0s540@vvtest.com,123456,34613604
31210830,10037,1883,1883,55027006,user_automacao_cb_228ff391d10b99s8002@vvtest.com,123456,34613605
31210831,10037,1883,1883,12811170,user_automacao_cb_228ff391e752afs3200@vvtest.com,123456,34613606
31210832,10037,1883,1883,55014391,user_automacao_cb_228ff391fe360fs4307@vvtest.com,123456,34613607
31210833,10037,1883,1883,55021139,user_automacao_cb_228ff392171538s1523@vvtest.com,123456,34613608
31210834,10037,1883,1883,12634694,user_automacao_cb_228ff39222d525s31117@vvtest.com,123456,34613609
31210835,10037,1883,1883,55022706,user_automacao_cb_228ff3923599e9s7246@vvtest.com,123456,34613611
31210836,10037,1883,1883,320647,user_automacao_cb_228ff3924ca44bs32504@vvtest.com,123456,34613612
31210837,10037,16370,16370,1824543,user_automacao_cb_228ff39263aeaes20768@vvtest.com,123456,34613613
31210838,10037,1883,1883,55014210,user_automacao_cb_228ff39273db5cs20057@vvtest.com,123456,34613614
31210839,10037,1883,1883,13566579,user_automacao_cb_228ff392828141s26667@vvtest.com,123456,34613615
31210840,10037,16370,16370,1743135,user_automacao_cb_228ff39299649bs15921@vvtest.com,123456,34613616
31210841,10037,1883,1883,55005473,user_automacao_cb_228ff392b2b926s15349@vvtest.com,123456,34613617
31210842,10037,1883,1883,55019500,user_automacao_cb_228ff392ccd0b6s26672@vvtest.com,123456,34613618
31210843,10037,1883,1883,11665752,user_automacao_cb_228ff392da8c4ds23784@vvtest.com,123456,34613619
31210844,10037,1883,1883,55021663,user_automacao_cb_228ff392eb071es3621@vvtest.com,123456,34613620
31210845,10037,1883,1883,2436591,user_automacao_cb_228ff392fedd37s17930@vvtest.com,123456,34613621
31210846,10037,1883,1883,6460227,user_automacao_cb_228ff393157281s26222@vvtest.com,123456,34613622
31210847,10037,1883,1883,55005022,user_automacao_cb_228ff393296f92s16792@vvtest.com,123456,34613623
31210848,10037,1883,1883,10462825,user_automacao_cb_228ff393352ff0s6161@vvtest.com,123456,34613624
31210849,10037,1883,1883,10462814,user_automacao_cb_228ff39347f434s22751@vvtest.com,123456,34613625
31210850,10037,1883,1883,13193346,user_automacao_cb_228ff3935d02f8s8389@vvtest.com,123456,34613626
31210851,10037,1883,1883,13352205,user_automacao_cb_228ff39370d8e4s15465@vvtest.com,123456,34613627
31210852,10037,16370,16370,55002980,user_automacao_cb_228ff393823e0es31095@vvtest.com,123456,34613628
31210853,10037,1883,1883,35306,user_automacao_cb_228ff39393a349s23217@vvtest.com,123456,34613629
31210854,10037,1883,1883,55007792,user_automacao_cb_228ff393a8b1c8s18359@vvtest.com,123456,34613630
31210855,10037,1883,1883,55014292,user_automacao_cb_228ff393c70f1es8512@vvtest.com,123456,34613631
31210856,10037,16370,16370,50005635,user_automacao_cb_228ff393d78a05s21703@vvtest.com,123456,34613632
31210859,10037,16370,16370,55011646,user_automacao_cb_228ff393f4fcf0s129@vvtest.com,123456,34613634
31210858,10037,1883,1883,50000639,user_automacao_cb_228ff393e174e9s16701@vvtest.com,123456,34613633
31210860,10037,1883,1883,1743132,user_automacao_cb_228ff394454007s16174@vvtest.com,123456,34613635
31210861,10037,16370,16370,55017864,user_automacao_cb_228ff39461a1a6s21394@vvtest.com,123456,34613636
31210862,10037,1883,1883,410915,user_automacao_cb_228ff3946487e5s12263@vvtest.com,123456,34613637
31210863,10037,16370,16370,55014427,user_automacao_cb_228ff394894db2s25934@vvtest.com,123456,34613638
31210864,10037,16370,16370,55011469,user_automacao_cb_228ff3948bbea7s17329@vvtest.com,123456,34613639
31210865,10037,16370,16370,55014476,user_automacao_cb_228ff394ae61fcs21632@vvtest.com,123456,34613640
31210866,10037,16370,16370,195980,user_automacao_cb_228ff394cff3c7s6998@vvtest.com,123456,34613641
31210867,10037,1883,1883,12731668,user_automacao_cb_228ff394d5995fs11667@vvtest.com,123456,34613642
31210868,10037,1883,1883,12731677,user_automacao_cb_228ff394f492b1s20509@vvtest.com,123456,34613643
31210869,10037,16370,16370,1947051,user_automacao_cb_228ff394f6406bs16158@vvtest.com,123456,34613644
31210870,10037,1883,1883,55015164,user_automacao_cb_228ff3951672abs27894@vvtest.com,123456,34613645
31210871,10037,1883,1883,55004354,user_automacao_cb_228ff3952c92a9s22672@vvtest.com,123456,34613646
31210872,10037,16370,16370,6346439,user_automacao_cb_228ff3952eb574s16669@vvtest.com,123456,34613647
31210873,10037,1883,1883,13346034,user_automacao_cb_228ff39558f9d1s9418@vvtest.com,123456,34613649
31210874,10037,16370,16370,12857509,user_automacao_cb_228ff3955ace97s25144@vvtest.com,123456,34613648
31210875,10037,1883,1883,55020311,user_automacao_cb_228ff395844fa6s7646@vvtest.com,123456,34613650
31210876,10037,16370,16370,55011880,user_automacao_cb_228ff395958da3s31773@vvtest.com,123456,34613651
31210877,10037,1883,1883,50000640,user_automacao_cb_228ff3959873d1s6674@vvtest.com,123456,34613652
31210879,10037,1883,1883,55007158,user_automacao_cb_228ff395bf840cs19763@vvtest.com,123456,34613654
31210878,10037,1883,1883,55014480,user_automacao_cb_228ff395bfaaf7s15916@vvtest.com,123456,34613655
31210882,10037,16370,16370,55017251,user_automacao_cb_228ff395ecd56cs5160@vvtest.com,123456,34613656
31210883,10037,1883,1883,1984284,user_automacao_cb_228ff395fa42f1s14217@vvtest.com,123456,34613657
31210884,10037,1883,1883,9653451,user_automacao_cb_228ff395fcdb06s15516@vvtest.com,123456,34613658
31210885,10037,1883,1883,12662038,user_automacao_cb_228ff39621c840s29612@vvtest.com,123456,34613659
31210886,10037,1883,1883,55010595,user_automacao_cb_228ff39621c840s9511@vvtest.com,123456,34613660
31210887,10037,1883,1883,50001158,user_automacao_cb_228ff396457ccds28960@vvtest.com,123456,34613661
31210888,10037,16370,16370,55002531,user_automacao_cb_228ff396550d38s25755@vvtest.com,123456,34613662
31210889,10037,1883,1883,55026621,user_automacao_cb_228ff3965a644es13065@vvtest.com,123456,34613663
31210890,10037,1883,1883,55026938,user_automacao_cb_228ff39683220ds29389@vvtest.com,123456,34613664
31210891,10037,16370,16370,55028651,user_automacao_cb_228ff39683e554s26856@vvtest.com,123456,34613665
31210892,10037,1883,1883,7307376,user_automacao_cb_228ff396a17f6fs27986@vvtest.com,123456,34613666
31210893,10037,1883,1883,11688801,user_automacao_cb_228ff396b5cad2s790@vvtest.com,123456,34613667
31210894,10037,1883,1883,11663769,user_automacao_cb_228ff396b5cad2s2847@vvtest.com,123456,34613668
31210895,10037,1883,1883,22568,user_automacao_cb_228ff396e454c9s324@vvtest.com,123456,34613669
31210896,10037,1883,1883,431476,user_automacao_cb_228ff396e936e9s28911@vvtest.com,123456,34613670
31210897,10037,16370,16370,15112810,user_automacao_cb_228ff396f9ffb3s5090@vvtest.com,123456,34613671
31210899,10037,1883,1883,55019145,user_automacao_cb_228ff39715c525s4555@vvtest.com,123456,34613672
31210898,10037,16370,16370,55011673,user_automacao_cb_228ff39715c525s4182@vvtest.com,123456,34613673
31210900,10037,16370,16370,55010939,user_automacao_cb_228ff3973f1f01s7155@vvtest.com,123456,34613674
31210901,10037,16370,16370,55004718,user_automacao_cb_228ff397467210s14613@vvtest.com,123456,34613675
31210902,10037,1883,1883,50004980,user_automacao_cb_228ff397560254s30579@vvtest.com,123456,34613676
31210903,10037,1883,1883,344685,user_automacao_cb_228ff39773c387s6653@vvtest.com,123456,34613677
31210904,10037,1883,1883,55006135,user_automacao_cb_228ff39773c387s15919@vvtest.com,123456,34613678
31210905,10037,1883,1883,1743666,user_automacao_cb_228ff3979fdd18s18708@vvtest.com,123456,34613679
31210906,10037,1883,1883,1956834,user_automacao_cb_228ff397a0ee1cs12570@vvtest.com,123456,34613680
31210907,10037,1883,1883,2700523,user_automacao_cb_228ff397af1ecds6445@vvtest.com,123456,34613681
31210908,10037,1883,1883,55005365,user_automacao_cb_228ff397cf50fes20698@vvtest.com,123456,34613682
31210909,10037,16370,16370,11663786,user_automacao_cb_228ff397d396b3s17597@vvtest.com,123456,34613683
31210910,10037,16370,16370,11236929,user_automacao_cb_228ff397fa0a92s11370@vvtest.com,123456,34613684
31210911,10037,1883,1883,50005571,user_automacao_cb_228ff397fc2d6es15917@vvtest.com,123456,34613685
31210913,10037,1883,1883,55017865,user_automacao_cb_228ff3980b487fs4644@vvtest.com,123456,34613686
31210914,10037,16370,16370,55014393,user_automacao_cb_228ff3982a9088s24522@vvtest.com,123456,34613687
31210915,10037,1883,1883,55016550,user_automacao_cb_228ff39834c9b8s25442@vvtest.com,123456,34613688
31210916,10037,1883,1883,2372401,user_automacao_cb_228ff3985793c9s21199@vvtest.com,123456,34613689
31210917,10037,1883,1883,11688799,user_automacao_cb_228ff3985a2bf5s8883@vvtest.com,123456,34613690
31210918,10037,1883,1883,55014432,user_automacao_cb_228ff39867c092s26647@vvtest.com,123456,34613691
31210919,10037,1883,1883,411048,user_automacao_cb_228ff3987fb53cs14776@vvtest.com,123456,34613693
31210920,10037,1883,1883,55011899,user_automacao_cb_228ff398940094s23287@vvtest.com,123456,34613695
31210921,10037,1883,1883,55009835,user_automacao_cb_228ff398c0dcf7s26904@vvtest.com,123456,34613696
31210922,10037,16370,16370,50004986,user_automacao_cb_228ff398c4adaas19696@vvtest.com,123456,34613697
31210923,10037,1883,1883,50004192,user_automacao_cb_228ff398cee6bas20458@vvtest.com,123456,34613698
31210924,10037,1883,1883,11743107,user_automacao_cb_228ff398e973b0s20521@vvtest.com,123456,34613699
31210925,10037,16370,16370,55012044,user_automacao_cb_228ff398fbea2cs24782@vvtest.com,123456,34613700
31210926,10037,1883,1883,14564626,user_automacao_cb_228ff3991edb71s16661@vvtest.com,123456,34613701
31210927,10037,1883,1883,11786154,user_automacao_cb_228ff3991edb71s16661@vvtest.com,123456,34613702
31210928,10037,1883,1883,55000352,user_automacao_cb_228ff399301988s19726@vvtest.com,123456,34613703
31210929,10037,1883,1883,7313,user_automacao_cb_228ff3994bb7cbs2306@vvtest.com,123456,34613704
31210930,10037,1883,1883,10079425,user_automacao_cb_228ff39963aca6s23712@vvtest.com,123456,34613705
31210931,10037,1883,1883,1641173,user_automacao_cb_228ff39986c518s19744@vvtest.com,123456,34613706
31210932,10037,1883,1883,7533909,user_automacao_cb_228ff3998b7fecs20819@vvtest.com,123456,34613707
31210933,10037,16370,16370,55006140,user_automacao_cb_228ff39995b922s13978@vvtest.com,123456,34613708
31210934,10037,1883,1883,55011438,user_automacao_cb_228ff399acc38cs26227@vvtest.com,123456,34613709
31210935,10037,1883,1883,55011651,user_automacao_cb_228ff399c4915fs14824@vvtest.com,123456,34613710
31210936,10037,1883,1883,55022868,user_automacao_cb_228ff399e4c38bs31534@vvtest.com,123456,34613711
31210937,10037,1883,1883,3496723,user_automacao_cb_228ff399e9f3b7s29398@vvtest.com,123456,34613712
31210938,10037,1883,1883,55010632,user_automacao_cb_228ff399fa475ds30179@vvtest.com,123456,34613713
31210939,10037,1883,1883,55004526,user_automacao_cb_228ff39a0b85f3s10234@vvtest.com,123456,34613714
31210940,10037,16370,16370,50004469,user_automacao_cb_228ff39a209403s21891@vvtest.com,123456,34613715
31210941,10037,1883,1883,50005494,user_automacao_cb_228ff39a409f39s24268@vvtest.com,123456,34613716
31210942,10037,16370,16370,55017920,user_automacao_cb_228ff39a4b74d8s23669@vvtest.com,123456,34613717
31210943,10037,16370,16370,55002728,user_automacao_cb_228ff39a55adc7s32508@vvtest.com,123456,34613718
31210944,10037,1883,1883,55028653,user_automacao_cb_228ff39a6c431fs7706@vvtest.com,123456,34613719
31210945,10037,1883,1883,10462788,user_automacao_cb_228ff39a7fcaf8s17134@vvtest.com,123456,34613720
31210946,10037,16370,16370,55010434,user_automacao_cb_228ff39a9ca1cds27875@vvtest.com,123456,34613721
31210947,10037,16370,16370,55011114,user_automacao_cb_228ff39aa5a282s4807@vvtest.com,123456,34613722
31210948,10037,1883,1883,50005459,user_automacao_cb_228ff39ab50bd1s30610@vvtest.com,123456,34613723
31210949,10037,16370,16370,31680,user_automacao_cb_228ff39accb285s2591@vvtest.com,123456,34613725
31210950,10037,1883,1883,13712856,user_automacao_cb_228ff39adc42e2s8925@vvtest.com,123456,34613726
31210951,10037,16370,16370,3986942,user_automacao_cb_228ff39afb63c5s22061@vvtest.com,123456,34613727
31210952,10037,1883,1883,50005575,user_automacao_cb_228ff39b05009cs1829@vvtest.com,123456,34613728
31210953,10037,1883,1883,50000542,user_automacao_cb_228ff39b15a25ds30820@vvtest.com,123456,34613729
31210954,10037,16370,16370,13586527,user_automacao_cb_228ff39b2e0c73s3876@vvtest.com,123456,34613730
31210955,10037,1883,1883,11663747,user_automacao_cb_228ff39b3deadcs28558@vvtest.com,123456,34613731
31210956,10037,1883,1883,55010633,user_automacao_cb_228ff39b4fc551s18386@vvtest.com,123456,34613732
31210957,10037,16370,16370,4036215,user_automacao_cb_228ff39b60401as28548@vvtest.com,123456,34613733
31210958,10037,1883,1883,3230334,user_automacao_cb_228ff39b6ee602s20764@vvtest.com,123456,34613734
31210959,10037,16370,16370,12370123,user_automacao_cb_228ff39b8e7bdcs21079@vvtest.com,123456,34613735
31210960,10037,1883,1883,55000002,user_automacao_cb_228ff39b9e5a58s809@vvtest.com,123456,34613736
31210961,10037,1883,1883,14748799,user_automacao_cb_228ff39bb0d0e5s12601@vvtest.com,123456,34613737
31210962,10037,1883,1883,8936124,user_automacao_cb_228ff39bc172b7s25458@vvtest.com,123456,34613738
31210963,10037,1883,1883,55019411,user_automacao_cb_228ff39bdb8a6fs25509@vvtest.com,123456,34613739
31210964,10037,1883,1883,55004647,user_automacao_cb_228ff39bef127ds26727@vvtest.com,123456,34613740
31210965,10037,1883,1883,13924038,user_automacao_cb_228ff39c01b007s32336@vvtest.com,123456,34613741
31210966,10037,1883,1883,50005574,user_automacao_cb_228ff39c12a001s19199@vvtest.com,123456,34613742
31210967,10037,1883,1883,11499904,user_automacao_cb_228ff39c225779s15516@vvtest.com,123456,34613743
31210968,10037,1883,1883,11731999,user_automacao_cb_228ff39c3ae8afs8853@vvtest.com,123456,34613744
31210970,10037,1883,1883,55020788,user_automacao_cb_228ff39c51f2fcs22438@vvtest.com,123456,34613745
31210971,10037,1883,1883,55008337,user_automacao_cb_228ff39c5f87d6s1687@vvtest.com,123456,34613747
31210973,10037,1883,1883,7307368,user_automacao_cb_228ff39c71b000s764@vvtest.com,123456,34613748
31210974,10037,1883,1883,14113881,user_automacao_cb_228ff39c814066s5683@vvtest.com,123456,34613749
31210975,10037,1883,1883,10268572,user_automacao_cb_228ff39c95b2c5s12407@vvtest.com,123456,34613750
31210976,10037,1883,1883,55005947,user_automacao_cb_228ff39caeb907s32094@vvtest.com,123456,34613751
31210977,10037,1883,1883,55007926,user_automacao_cb_228ff39cb855e3s17336@vvtest.com,123456,34613752
31210978,10037,16370,16370,50004752,user_automacao_cb_228ff39cc7bf34s10609@vvtest.com,123456,34613753
31210979,10037,1883,1883,55018707,user_automacao_cb_228ff39cdf65fds12116@vvtest.com,123456,34613754
31210980,10037,1883,1883,2942827,user_automacao_cb_228ff39cfc3cd5s30075@vvtest.com,123456,34613755
31210981,10037,1883,1883,55006829,user_automacao_cb_228ff39d13471as1403@vvtest.com,123456,34613756
31210982,10037,1883,1883,50004761,user_automacao_cb_228ff39d2596a5s14901@vvtest.com,123456,34613757
31210983,10037,1883,1883,55010505,user_automacao_cb_228ff39d2ebe90s19546@vvtest.com,123456,34613758
31210984,10037,1883,1883,11265987,user_automacao_cb_228ff39d449059s19681@vvtest.com,123456,34613759
31210985,10037,16370,16370,55003355,user_automacao_cb_228ff39d5a3b38s16293@vvtest.com,123456,34613760
31210986,10037,1883,1883,55020321,user_automacao_cb_228ff39d6e5f9fs27884@vvtest.com,123456,34613761
31210987,10037,1883,1883,55003350,user_automacao_cb_228ff39d81e783s21015@vvtest.com,123456,34613762
31210988,10037,16370,16370,55011466,user_automacao_cb_228ff39d928962s11505@vvtest.com,123456,34613764
31210989,10037,1883,1883,2294,user_automacao_cb_228ff39da3f11es19391@vvtest.com,123456,34613765
31210990,10037,1883,1883,55019350,user_automacao_cb_228ff39db6f3ffs5364@vvtest.com,123456,34613766
31210991,10037,1883,1883,55006830,user_automacao_cb_228ff39dcc77bas19070@vvtest.com,123456,34613767
31210992,10037,1883,1883,50005498,user_automacao_cb_228ff39ddbe122s8258@vvtest.com,123456,34613768
31210993,10037,16370,16370,55004722,user_automacao_cb_228ff39df0535ds32295@vvtest.com,123456,34613769
31210994,10037,16370,16370,55022454,user_automacao_cb_228ff39e0820fes6728@vvtest.com,123456,34613770
31210995,10037,1883,1883,13341568,user_automacao_cb_228ff39e15b585s6640@vvtest.com,123456,34613771
31210996,10037,16370,16370,55028654,user_automacao_cb_228ff39e2d8348s17960@vvtest.com,123456,34613773
31210997,10037,16370,16370,55018148,user_automacao_cb_228ff39e3e4c59s7759@vvtest.com,123456,34613774
31210998,10037,16370,16370,10131897,user_automacao_cb_228ff39e55088cs7449@vvtest.com,123456,34613775
31210999,10037,1883,1883,12354192,user_automacao_cb_228ff39e638779s1125@vvtest.com,123456,34613776
31211000,10037,16370,16370,55009090,user_automacao_cb_228ff39e727b8cs12884@vvtest.com,123456,34613777
31211001,10037,1883,1883,10462834,user_automacao_cb_228ff39e8ba8d0s27143@vvtest.com,123456,34613778
31211002,10037,1883,1883,55005461,user_automacao_cb_228ff39e9f09d9s30884@vvtest.com,123456,34613779
31211003,10037,16370,16370,2293582,user_automacao_cb_228ff39eb96f9fs16333@vvtest.com,123456,34613780
31211004,10037,1883,1883,55002762,user_automacao_cb_228ff39ed2eb17s28481@vvtest.com,123456,34613781
31211005,10037,1883,1883,55011387,user_automacao_cb_228ff39edd2436s17929@vvtest.com,123456,34613782
31211007,10037,1883,1883,11997249,user_automacao_cb_228ff39efb5a87s10969@vvtest.com,123456,34613784
31211008,10037,1883,1883,12191593,user_automacao_cb_228ff39f0b8749s30200@vvtest.com,123456,34613785
31211009,10037,16370,16370,55004296,user_automacao_cb_228ff39f1e24d9s11005@vvtest.com,123456,34613786
31211010,10037,16370,16370,55019979,user_automacao_cb_228ff39f2eedabs5673@vvtest.com,123456,34613787
31211011,10037,16370,16370,13341500,user_automacao_cb_228ff39f413d49s32438@vvtest.com,123456,34613788
31211012,10037,1883,1883,55021750,user_automacao_cb_228ff39f59ce68s16778@vvtest.com,123456,34613789
31211013,10037,1883,1883,1736438,user_automacao_cb_228ff39f6d7d73s4667@vvtest.com,123456,34613790
31211014,10037,1883,1883,50005453,user_automacao_cb_228ff39f7b600es3117@vvtest.com,123456,34613791
31211015,10037,16370,16370,12731692,user_automacao_cb_228ff39f8ac958s25481@vvtest.com,123456,34613792
31211016,10037,1883,1883,55010129,user_automacao_cb_228ff39fa1acb5s4461@vvtest.com,123456,34613793
31211017,10037,1883,1883,55024321,user_automacao_cb_228ff39fb97cb7s11690@vvtest.com,123456,34613794
31211018,10037,1883,1883,55003928,user_automacao_cb_228ff39fca6d02s21029@vvtest.com,123456,34613795
31211019,10037,1883,1883,55011475,user_automacao_cb_228ff39fd9b052s22602@vvtest.com,123456,34613798
31211020,10037,16370,16370,55004173,user_automacao_cb_228ff39fe8a458s12932@vvtest.com,123456,34613799
31211021,10037,1883,1883,55016712,user_automacao_cb_228ff3a002bc2fs16929@vvtest.com,123456,34613800
31211023,10037,16370,16370,55021459,user_automacao_cb_228ff3a024c30es673@vvtest.com,123456,34613801
31211022,10037,1883,1883,12521079,user_automacao_cb_228ff3a01818des30494@vvtest.com,123456,34613803
31211026,10037,1883,1883,4646594,user_automacao_cb_228ff3ab92c65es6990@vvtest.com,123456,34613805
31211028,10037,16370,16370,11774025,user_automacao_cb_228ff3ab9e381cs11587@vvtest.com,123456,34613806
31211027,10037,16370,16370,349235,user_automacao_cb_228ff3ab9c3c3ds15287@vvtest.com,123456,34613807
31211029,10037,16370,16370,12891515,user_automacao_cb_228ff3abb430f5s17094@vvtest.com,123456,34613808
31211030,10037,1883,1883,55000003,user_automacao_cb_228ff3abcc9b1bs3335@vvtest.com,123456,34613809
31211031,10037,1883,1883,50005464,user_automacao_cb_228ff3abf3ab56s17531@vvtest.com,123456,34613810
31211032,10037,16370,16370,55014771,user_automacao_cb_228ff3abff6b5es22476@vvtest.com,123456,34613811
31211033,10037,1883,1883,3611363,user_automacao_cb_228ff3ac01b4b3s19511@vvtest.com,123456,34613812
31211034,10037,16370,16370,50001586,user_automacao_cb_228ff3ac16000ds1168@vvtest.com,123456,34613813
